month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2016-11,37,60,23,9,32,0.2812,6,3,False,urls::https://api_weibo_com/2/statuses/hot/repost_daily_json(+0.086); interesting_calls::getPackageInfo(+0.082); intents::android_intent_category_DEFAULT(+0.082); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.080); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.079); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.078); interesting_calls::getDeviceId(+0.077); app_permissions::name='android_permission_INTERNET'(+0.075); intents::android_intent_category_LAUNCHER(+0.074); api_permissions::android_permission_READ_PHONE_STATE(+0.074)
2016-11,38,105,53,1,54,0.0185,6,3,False,intents::android_intent_action_MAIN(+0.290); intents::android_intent_category_LAUNCHER(+0.289); interesting_calls::getSystemService(+0.270); api_permissions::android_permission_INTERNET(+0.269); app_permissions::name='android_permission_INTERNET'(+0.256); api_calls::android/app/NotificationManager;->notify(+0.237); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.234); api_permissions::android_permission_VIBRATE(+0.219); activities::_MainActivity(+0.216); interesting_calls::getPackageInfo(+0.208)
2016-11,39,183,83,3,86,0.0349,5,4,False,api_permissions::android_permission_WAKE_LOCK(+0.155); api_permissions::android_permission_VIBRATE(+0.145); intents::android_intent_action_MAIN(+0.143); interesting_calls::getPackageInfo(+0.142); intents::android_intent_category_LAUNCHER(+0.141); api_permissions::android_permission_INTERNET(+0.141); interesting_calls::getSystemService(+0.141); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.140); interesting_calls::Obfuscation(Base64)(+0.138); app_permissions::name='android_permission_INTERNET'(+0.137)
2016-11,40,95,35,9,44,0.2045,6,4,False,intents::android_intent_action_MAIN(+0.258); intents::android_intent_category_LAUNCHER(+0.256); interesting_calls::getSystemService(+0.238); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.237); api_permissions::android_permission_INTERNET(+0.231); app_permissions::name='android_permission_INTERNET'(+0.224); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.207); interesting_calls::Read/Write External Storage(+0.200); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.193); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.191)
2016-11,41,38,25,1,26,0.0385,3,4,False,intents::android_intent_action_MAIN(+0.175); intents::android_intent_category_LAUNCHER(+0.174); api_permissions::android_permission_INTERNET(+0.172); interesting_calls::getSystemService(+0.172); app_permissions::name='android_permission_INTERNET'(+0.166); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.164); interesting_calls::getPackageInfo(+0.156); interesting_calls::Obfuscation(Base64)(+0.151); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.151); interesting_calls::Read/Write External Storage(+0.148)
2016-11,42,49,13,0,13,0.0,4,5,False,intents::android_intent_action_MAIN(+0.278); intents::android_intent_category_LAUNCHER(+0.277); interesting_calls::printStackTrace(+0.262); interesting_calls::getSystemService(+0.257); api_permissions::android_permission_INTERNET(+0.251); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.250); interesting_calls::Read/Write External Storage(+0.249); app_permissions::name='android_permission_INTERNET'(+0.235); api_permissions::android_permission_WAKE_LOCK(+0.224); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.198)
2016-11,43,36,13,1,14,0.0714,3,5,False,app_permissions::name='android_permission_INTERNET'(+0.217); intents::android_intent_action_MAIN(+0.216); intents::android_intent_category_LAUNCHER(+0.216); api_permissions::android_permission_INTERNET(+0.213); interesting_calls::getSystemService(+0.212); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.211); interesting_calls::getPackageInfo(+0.210); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.210); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.197); interesting_calls::Obfuscation(Base64)(+0.176)
2016-11,44,58,18,11,29,0.3793,4,6,False,api_permissions::android_permission_WAKE_LOCK(+0.138); interesting_calls::getPackageInfo(+0.137); intents::android_intent_action_MAIN(+0.129); intents::android_intent_category_LAUNCHER(+0.128); app_permissions::name='android_permission_INTERNET'(+0.128); api_permissions::android_permission_INTERNET(+0.128); interesting_calls::getSystemService(+0.127); api_permissions::android_permission_VIBRATE(+0.126); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.124); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.124)
2016-11,45,54,27,1,28,0.0357,4,6,False,intents::android_intent_action_MAIN(+0.298); intents::android_intent_category_LAUNCHER(+0.296); interesting_calls::getSystemService(+0.264); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.263); api_permissions::android_permission_INTERNET(+0.260); app_permissions::name='android_permission_INTERNET'(+0.259); interesting_calls::printStackTrace(+0.244); interesting_calls::Read/Write External Storage(+0.215); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.205); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.201)
2016-11,46,63,26,3,29,0.1034,3,7,False,intents::android_intent_action_MAIN(+0.247); intents::android_intent_category_LAUNCHER(+0.246); interesting_calls::getSystemService(+0.239); api_permissions::android_permission_INTERNET(+0.238); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.231); app_permissions::name='android_permission_INTERNET'(+0.227); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.215); interesting_calls::getPackageInfo(+0.215); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.207); interesting_calls::Obfuscation(Base64)(+0.192)
2016-11,47,36,20,1,21,0.0476,2,7,False,intents::android_intent_action_MAIN(+0.245); intents::android_intent_category_LAUNCHER(+0.240); api_permissions::android_permission_WAKE_LOCK(+0.238); interesting_calls::getSystemService(+0.235); api_permissions::android_permission_INTERNET(+0.229); app_permissions::name='android_permission_INTERNET'(+0.216); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.214); api_permissions::android_permission_VIBRATE(+0.200); interesting_calls::getPackageInfo(+0.199); interesting_calls::Read/Write External Storage(+0.193)
2016-11,48,9,5,0,5,0.0,0,8,False,intents::android_intent_action_MAIN(+0.221); intents::android_intent_category_LAUNCHER(+0.203); api_permissions::android_permission_INTERNET(+0.198); interesting_calls::getSystemService(+0.197); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.186); app_permissions::name='android_permission_INTERNET'(+0.185); api_permissions::android_permission_READ_CONTACTS(+0.175); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.169); interesting_calls::Read/Write External Storage(+0.167); interesting_calls::getPackageInfo(+0.164)
2016-11,49,7,3,1,4,0.25,1,9,False,intents::android_intent_category_LAUNCHER(+0.270); intents::android_intent_action_MAIN(+0.270); app_permissions::name='android_permission_INTERNET'(+0.235); interesting_calls::getSystemService(+0.235); api_permissions::android_permission_INTERNET(+0.233); activities::_MainActivity(+0.205); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.205); interesting_calls::printStackTrace(+0.196); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.192); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.183)
2016-11,50,3,3,0,3,0.0,0,10,True,interesting_calls::HttpPost(+0.196); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.184); interesting_calls::getPackageInfo(+0.181); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.180); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.173); api_permissions::android_permission_INTERNET(+0.172); interesting_calls::getSystemService(+0.171); intents::android_intent_action_MAIN(+0.167); interesting_calls::Obfuscation(Base64)(+0.167); intents::android_intent_category_LAUNCHER(+0.166)
2016-12,0,13646,5728,167,5895,0.0283,12,0,False,interesting_calls::Obfuscation(Base64)(+0.170); interesting_calls::getPackageInfo(+0.167); api_permissions::android_permission_VIBRATE(+0.160); api_permissions::android_permission_WAKE_LOCK(+0.157); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.156); interesting_calls::getSystemService(+0.152); api_permissions::android_permission_INTERNET(+0.152); intents::android_intent_action_MAIN(+0.151); app_permissions::name='android_permission_INTERNET'(+0.151); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.150)
2016-12,1,5141,4193,110,4303,0.0256,11,0,False,intents::android_intent_action_MAIN(+0.195); intents::android_intent_category_LAUNCHER(+0.194); interesting_calls::getSystemService(+0.194); api_permissions::android_permission_INTERNET(+0.192); app_permissions::name='android_permission_INTERNET'(+0.190); api_permissions::android_permission_VIBRATE(+0.187); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.183); interesting_calls::getPackageInfo(+0.182); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.175); interesting_calls::Read/Write External Storage(+0.175)
2016-12,2,1886,1816,5,1821,0.0027,11,0,False,intents::android_intent_action_MAIN(+0.210); intents::android_intent_category_LAUNCHER(+0.210); app_permissions::name='android_permission_INTERNET'(+0.208); api_permissions::android_permission_INTERNET(+0.205); interesting_calls::getSystemService(+0.203); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.194); activities::com_google_ads_AdActivity(+0.192); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.191); api_calls::android/content/ContentResolver;->query(+0.191); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.190)
2016-12,3,7182,5876,418,6294,0.0664,12,0,False,urls::http://plus_google_com/(+0.163); interesting_calls::getSystemService(+0.158); urls::http://schemas_android_com/apk/lib/com_google_android_gms_plus(+0.158); api_permissions::android_permission_INTERNET(+0.158); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.158); intents::android_intent_action_MAIN(+0.158); api_permissions::android_permission_VIBRATE(+0.157); urls::https://www_googleapis_com/auth/games_firstparty(+0.157); intents::android_intent_category_LAUNCHER(+0.157); urls::https://www_googleapis_com/auth/games(+0.157)
2016-12,4,2946,1998,5,2003,0.0025,11,0,False,api_permissions::android_permission_WAKE_LOCK(+0.276); interesting_calls::Read/Write External Storage(+0.266); api_calls::android/os/PowerManager$WakeLock;->acquire(+0.260); interesting_calls::getSystemService(+0.260); intents::android_intent_action_MAIN(+0.257); api_permissions::android_permission_INTERNET(+0.257); intents::android_intent_category_LAUNCHER(+0.256); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.245); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.244); api_calls::android/content/Context;->startActivity(+0.239)
2016-12,5,2918,2443,12,2455,0.0049,11,0,False,api_calls::android/app/Activity;->startActivity(+0.262); interesting_calls::printStackTrace(+0.251); intents::android_intent_action_MAIN(+0.247); intents::android_intent_category_LAUNCHER(+0.246); api_permissions::android_permission_INTERNET(+0.239); interesting_calls::Read/Write External Storage(+0.239); interesting_calls::getSystemService(+0.238); app_permissions::name='android_permission_INTERNET'(+0.225); api_permissions::android_permission_READ_CONTACTS(+0.216); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.215)
2016-12,6,5593,4136,636,4772,0.1333,12,0,False,intents::android_intent_action_MAIN(+0.234); intents::android_intent_category_LAUNCHER(+0.233); interesting_calls::getSystemService(+0.232); api_permissions::android_permission_INTERNET(+0.230); app_permissions::name='android_permission_INTERNET'(+0.216); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); interesting_calls::Read/Write External Storage(+0.210); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.194); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.185); api_permissions::android_permission_WAKE_LOCK(+0.184)
2016-12,7,7414,6189,255,6444,0.0396,12,0,False,api_permissions::android_permission_READ_CONTACTS(+0.148); urls::https://www_googletagmanager_com(+0.148); urls::http://hostname/?(+0.148); urls::http://www_google_com(+0.146); interesting_calls::getSystemService(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.146); urls::https://www_googleapis_com/auth/drive_appdata(+0.146); urls::https://www_googleapis_com/auth/drive_file(+0.146)
2016-12,8,4867,4117,89,4206,0.0212,12,0,False,intents::android_intent_action_MAIN(+0.244); intents::android_intent_category_LAUNCHER(+0.243); interesting_calls::getSystemService(+0.237); api_permissions::android_permission_INTERNET(+0.234); app_permissions::name='android_permission_INTERNET'(+0.225); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); interesting_calls::printStackTrace(+0.212); interesting_calls::Read/Write External Storage(+0.206); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.200); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.199)
2016-12,9,3418,3025,54,3079,0.0175,10,0,False,intents::android_intent_action_MAIN(+0.134); intents::android_intent_category_LAUNCHER(+0.132); interesting_calls::getSystemService(+0.132); api_permissions::android_permission_INTERNET(+0.132); app_permissions::name='android_permission_INTERNET'(+0.131); api_permissions::android_permission_READ_CONTACTS(+0.130); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.130); interesting_calls::getPackageInfo(+0.129); interesting_calls::Obfuscation(Base64)(+0.129); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.128)
2016-12,10,2953,2528,56,2584,0.0217,10,0,False,intents::android_intent_action_MAIN(+0.347); intents::android_intent_category_LAUNCHER(+0.345); interesting_calls::getSystemService(+0.304); api_permissions::android_permission_INTERNET(+0.304); app_permissions::name='android_permission_INTERNET'(+0.303); api_calls::android/webkit/WebView(+0.231); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.228); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.225); activities::_MainActivity(+0.197); interesting_calls::getPackageInfo(+0.191)
2016-12,11,3623,2979,36,3015,0.0119,12,0,False,interesting_calls::getPackageInfo(+0.209); app_permissions::name='android_permission_INTERNET'(+0.206); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.204); intents::android_intent_action_MAIN(+0.203); intents::android_intent_category_LAUNCHER(+0.203); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.203); interesting_calls::Obfuscation(Base64)(+0.202); interesting_calls::getSystemService(+0.202); api_permissions::android_permission_INTERNET(+0.201); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.201)
2016-12,12,3477,3226,18,3244,0.0055,12,0,False,api_calls::android/app/Activity;->startActivity(+0.280); api_calls::android/content/ContentResolver;->query(+0.278); intents::android_intent_action_MAIN(+0.272); interesting_calls::getSystemService(+0.271); intents::android_intent_category_LAUNCHER(+0.271); api_permissions::android_permission_READ_CONTACTS(+0.270); api_permissions::android_permission_INTERNET(+0.269); api_calls::java/net/Socket(+0.262); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.262); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.254)
